Orden;TPV;fecha;Creador;Estado;Negocio;Moneda;Precio;;
TPE-p-00000-06190;transfermovil;17 de octubre de 2022;izaiavalera;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06189;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06186;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06185;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06184;transfermovil;17 de octubre de 2022;edilbertosantiestebanverdecia;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06183;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06182;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06181;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06180;transfermovil;17 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06178;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06176;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06175;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06174;transfermovil;17 de octubre de 2022;izaiavalera;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06172;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06171;transfermovil;17 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06159;transfermovil;17 de octubre de 2022;ariguerraleyva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06157;transfermovil;17 de octubre de 2022;andresfigueredof;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06155;transfermovil;17 de octubre de 2022;osmani.paredes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06153;transfermovil;17 de octubre de 2022;javico.cuba2014;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06150;transfermovil;17 de octubre de 2022;mariateresa.ricardo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06149;transfermovil;17 de octubre de 2022;dayanislimaguerra;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06148;transfermovil;17 de octubre de 2022;marlenlopezdesdin;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06147;transfermovil;17 de octubre de 2022;ebch2909;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06146;transfermovil;17 de octubre de 2022;andycm83;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06145;transfermovil;17 de octubre de 2022;fagr.gonzalez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06143;transfermovil;17 de octubre de 2022;leyvaalejandro66;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06141;transfermovil;17 de octubre de 2022;yancelys;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06139;transfermovil;17 de octubre de 2022;jvila85;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06137;transfermovil;17 de octubre de 2022;elayneortiz884;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06135;transfermovil;17 de octubre de 2022;vivianoro20;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06134;transfermovil;17 de octubre de 2022;cruzonidia33;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06132;transfermovil;17 de octubre de 2022;abdel7411;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06129;transfermovil;17 de octubre de 2022;izaidadieparondon;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06128;transfermovil;17 de octubre de 2022;ana.aguilera;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06126;transfermovil;17 de octubre de 2022;rodelmy.lopez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06124;transfermovil;17 de octubre de 2022;almaguertorresalexander;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06122;transfermovil;17 de octubre de 2022;liayleo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06120;transfermovil;17 de octubre de 2022;fauto;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06119;transfermovil;17 de octubre de 2022;alerm77;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06117;transfermovil;17 de octubre de 2022;raul.8711;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06115;transfermovil;17 de octubre de 2022;oaranda520108;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06113;transfermovil;17 de octubre de 2022;yordanismp8616;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06112;transfermovil;17 de octubre de 2022;yanelys.79yero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06110;transfermovil;17 de octubre de 2022;darian.batistac;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06109;transfermovil;17 de octubre de 2022;garridoanisley;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06107;transfermovil;17 de octubre de 2022;marielarivasleyva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06106;transfermovil;17 de octubre de 2022;matzuzak;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06104;transfermovil;17 de octubre de 2022;deborah;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06102;transfermovil;17 de octubre de 2022;ttejeda637;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06101;transfermovil;17 de octubre de 2022;evelynbh2015;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06100;transfermovil;17 de octubre de 2022;gilbertojulioperez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06099;transfermovil;17 de octubre de 2022;cespedesxiomara0;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06097;transfermovil;17 de octubre de 2022;luisangelr894;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06096;transfermovil;17 de octubre de 2022;keniab1603;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-06095;transfermovil;17 de octubre de 2022;yusidiazc;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05957;transfermovil;15 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05955;transfermovil;15 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05953;transfermovil;15 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05951;transfermovil;15 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05950;transfermovil;15 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05948;transfermovil;15 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05945;transfermovil;15 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05941;transfermovil;15 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05940;transfermovil;15 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05938;transfermovil;15 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05932;transfermovil;15 de octubre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05930;transfermovil;15 de octubre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05928;transfermovil;15 de octubre de 2022;drekecarmenatej;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05870;transfermovil;15 de octubre de 2022;dayi910614;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05869;transfermovil;15 de octubre de 2022;aliuskasusel82;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05868;transfermovil;15 de octubre de 2022;andresfigueredof;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05866;transfermovil;15 de octubre de 2022;julian.reynaldo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05865;transfermovil;15 de octubre de 2022;luisangelr894;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05863;transfermovil;15 de octubre de 2022;carmenateelvira;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05862;transfermovil;15 de octubre de 2022;beaton112;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05861;transfermovil;15 de octubre de 2022;luis.reyes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05860;transfermovil;15 de octubre de 2022;tellezyadira74;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05858;transfermovil;15 de octubre de 2022;clarisbelperezmendoza;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05857;transfermovil;15 de octubre de 2022;yusleydiff;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05855;transfermovil;15 de octubre de 2022;elizabeth.noquera;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05853;transfermovil;15 de octubre de 2022;eyes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05852;transfermovil;15 de octubre de 2022;yhopkins1990;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05851;transfermovil;15 de octubre de 2022;dayanacorrales26;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05850;transfermovil;15 de octubre de 2022;aylin.reyescruz84;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05846;transfermovil;15 de octubre de 2022;diagoarianna;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05843;transfermovil;15 de octubre de 2022;silvagarciaraul95;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05842;transfermovil;15 de octubre de 2022;alexisbelloalvarez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05840;transfermovil;15 de octubre de 2022;jose.cuervo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05838;transfermovil;15 de octubre de 2022;dinaracruz5;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05836;transfermovil;15 de octubre de 2022;isrrael91;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05834;transfermovil;15 de octubre de 2022;reyesreyesaniuska;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05832;transfermovil;15 de octubre de 2022;yamila.rodm91;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05830;transfermovil;15 de octubre de 2022;fagr.gonzalez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05829;transfermovil;15 de octubre de 2022;mayegarcia8208;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05828;transfermovil;15 de octubre de 2022;fauto;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05827;transfermovil;15 de octubre de 2022;yaimarapadronboffill;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05825;transfermovil;15 de octubre de 2022;maria.eguren;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05823;transfermovil;15 de octubre de 2022;saydelpineda2020;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05822;transfermovil;15 de octubre de 2022;choninoa;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05821;transfermovil;15 de octubre de 2022;bello590430;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05820;transfermovil;15 de octubre de 2022;marliuvystorres;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05818;transfermovil;15 de octubre de 2022;berthajulia1;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05817;transfermovil;15 de octubre de 2022;colonmarinoyaima;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05816;transfermovil;15 de octubre de 2022;denny26;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05812;transfermovil;15 de octubre de 2022;elenita.apiauv61;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05810;transfermovil;15 de octubre de 2022;normacarralerosilva;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05809;transfermovil;15 de octubre de 2022;virjader73;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05807;transfermovil;15 de octubre de 2022;lizardo80;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05805;transfermovil;15 de octubre de 2022;isabelhillavila;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05804;transfermovil;15 de octubre de 2022;yarilennys83;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05803;transfermovil;15 de octubre de 2022;dayiyari9;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05802;transfermovil;15 de octubre de 2022;yamisleydisolivarodriguez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05801;transfermovil;15 de octubre de 2022;martida54;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05789;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05786;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05784;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05782;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05780;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05779;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05778;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05776;transfermovil;14 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05775;transfermovil;14 de octubre de 2022;pagoelectronico;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05774;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05770;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05769;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05768;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05767;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05764;transfermovil;14 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05756;transfermovil;14 de octubre de 2022;napolesgonzaleza;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05753;transfermovil;14 de octubre de 2022;marlenlopezdesdin;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05747;transfermovil;14 de octubre de 2022;adisleidys1985;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05744;transfermovil;14 de octubre de 2022;katherine05;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05742;transfermovil;14 de octubre de 2022;yakeniaacostavaldes;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05741;transfermovil;14 de octubre de 2022;elizabethgarciagarcet;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05739;transfermovil;14 de octubre de 2022;onidiamendezalarcon;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05737;transfermovil;14 de octubre de 2022;dayanacorrales26;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05736;transfermovil;14 de octubre de 2022;eyesmeris;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05734;transfermovil;14 de octubre de 2022;garridoanisley;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05733;transfermovil;14 de octubre de 2022;lissy71;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05729;transfermovil;14 de octubre de 2022;zulethompson;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05727;transfermovil;14 de octubre de 2022;manuellopv64;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05725;transfermovil;14 de octubre de 2022;baby850914;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05724;transfermovil;14 de octubre de 2022;mariagladysriverobaez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05722;transfermovil;14 de octubre de 2022;beatriz621995;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05721;transfermovil;14 de octubre de 2022;yordanis.ceballo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05720;transfermovil;14 de octubre de 2022;abelramirezcaballero1996;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05718;transfermovil;14 de octubre de 2022;ymontesinoa;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05715;transfermovil;14 de octubre de 2022;lis.25;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05714;transfermovil;14 de octubre de 2022;cmlora1984;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05713;transfermovil;14 de octubre de 2022;luisangelr894;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05712;transfermovil;14 de octubre de 2022;arigleyva95;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05710;transfermovil;14 de octubre de 2022;oscarmayer;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05708;transfermovil;14 de octubre de 2022;yanetmvj;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05706;transfermovil;14 de octubre de 2022;reinathalia86;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05705;transfermovil;14 de octubre de 2022;erielmast;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05704;transfermovil;14 de octubre de 2022;izaidadieparondon;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05703;transfermovil;14 de octubre de 2022;lilysoe84;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05702;transfermovil;14 de octubre de 2022;keniab1603;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05701;transfermovil;14 de octubre de 2022;perezromerodignora;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05699;transfermovil;14 de octubre de 2022;alcidemariano.utra;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05698;transfermovil;14 de octubre de 2022;claudiayinetr;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05697;transfermovil;14 de octubre de 2022;liettysanjuan91;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05695;transfermovil;14 de octubre de 2022;dianelahernandez461;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05693;transfermovil;14 de octubre de 2022;Indianay96;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05692;transfermovil;14 de octubre de 2022;consuelogf;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05691;transfermovil;14 de octubre de 2022;guelmisrafael;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05687;transfermovil;14 de octubre de 2022;jrovira596;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05685;transfermovil;14 de octubre de 2022;teresaoro0529;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05683;transfermovil;14 de octubre de 2022;ebch2909;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05679;transfermovil;14 de octubre de 2022;oreyesavila01;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05678;transfermovil;14 de octubre de 2022;elizabeth.chavez3873;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05676;transfermovil;14 de octubre de 2022;imandrapelaez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05672;transfermovil;14 de octubre de 2022;yusleydiscl;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05670;transfermovil;14 de octubre de 2022;andresesteban.areas67;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05669;transfermovil;14 de octubre de 2022;maximoalayo5;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05667;transfermovil;14 de octubre de 2022;dayami.couso;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05665;transfermovil;14 de octubre de 2022;jessica.ruz;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05664;transfermovil;14 de octubre de 2022;anibalmorenogutierrez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05621;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05619;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05617;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05615;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05613;transfermovil;12 de octubre de 2022;reynahunghenry;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05610;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05609;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05605;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05604;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05602;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05600;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05598;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05596;transfermovil;12 de octubre de 2022;rafayudi2013;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05587;transfermovil;12 de octubre de 2022;arigleyva95;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05586;transfermovil;12 de octubre de 2022;adisleidys1985;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05585;transfermovil;12 de octubre de 2022;anaikiss94;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05584;transfermovil;12 de octubre de 2022;m.mijail;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05582;transfermovil;12 de octubre de 2022;lisdelgp;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05580;transfermovil;12 de octubre de 2022;turruellesosvaldo00;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05579;transfermovil;12 de octubre de 2022;rleyvaaguero;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05577;transfermovil;12 de octubre de 2022;nadiag.santana86;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05575;transfermovil;12 de octubre de 2022;marlenisviera59;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05574;transfermovil;12 de octubre de 2022;anitachacon731216;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05572;transfermovil;12 de octubre de 2022;batistapupoyenia;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05571;transfermovil;12 de octubre de 2022;betzybet1997;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05570;transfermovil;12 de octubre de 2022;malvarezg88;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05568;transfermovil;12 de octubre de 2022;yamilkamoreno0;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05567;transfermovil;12 de octubre de 2022;reyesreyesaniuska;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05565;transfermovil;12 de octubre de 2022;chaveslisbeth9;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05564;transfermovil;12 de octubre de 2022;orgelina.dominguez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05563;transfermovil;12 de octubre de 2022;k.pena9209;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05562;transfermovil;12 de octubre de 2022;mary260660;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05553;transfermovil;12 de octubre de 2022;padresadorados1981;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05551;transfermovil;12 de octubre de 2022;wiliam1985as;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05549;transfermovil;12 de octubre de 2022;berthajulia1;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05547;transfermovil;12 de octubre de 2022;eliofrankh;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05545;transfermovil;12 de octubre de 2022;aliuskasusel82;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05544;transfermovil;12 de octubre de 2022;emiliobtellez;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05543;transfermovil;12 de octubre de 2022;ptatiana593;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05542;transfermovil;12 de octubre de 2022;liucita.1976;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05540;transfermovil;12 de octubre de 2022;kenierjv;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05538;transfermovil;12 de octubre de 2022;dayiyari9;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05537;transfermovil;12 de octubre de 2022;yanelystg;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05535;transfermovil;12 de octubre de 2022;indi.musti;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05534;transfermovil;12 de octubre de 2022;c648615;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05532;transfermovil;12 de octubre de 2022;jose.cuervo;delivered;Tienda Virtual U...;CUP;237.1;;
TPE-p-00000-05531;transfermovil;12 de octubre de 2022;suselleyva84;delivered;Tienda Virtual U...;CUP;237.1;;
