Orden;TPV;fecha;Creador;Estado;Negocio;Moneda;Precio
TPE-p-00000-11223;transfermovil;17 de noviembre de 2022;hba;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11221;transfermovil;17 de noviembre de 2022;keilaleonortiz;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11219;transfermovil;17 de noviembre de 2022;nenargarcia54;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11217;transfermovil;17 de noviembre de 2022;guisaobarban;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11215;transfermovil;17 de noviembre de 2022;arigleyva95;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11213;transfermovil;17 de noviembre de 2022;cobasyanet;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11211;transfermovil;17 de noviembre de 2022;cpupo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11209;transfermovil;17 de noviembre de 2022;beatrizguerra151;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11207;transfermovil;17 de noviembre de 2022;yaldi7604;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11206;transfermovil;17 de noviembre de 2022;josueabelparedes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11204;transfermovil;17 de noviembre de 2022;aliciaperezsilvestre1962;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11201;transfermovil;17 de noviembre de 2022;tiendatuenvio4;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11138;transfermovil;16 de noviembre de 2022;tellezyadira74;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11129;transfermovil;16 de noviembre de 2022;anapereztunas;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11126;transfermovil;16 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11120;transfermovil;16 de noviembre de 2022;luisernestoansardo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11117;transfermovil;16 de noviembre de 2022;jorgeramileo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11115;transfermovil;16 de noviembre de 2022;drekecarmenatej;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11027;transfermovil;16 de noviembre de 2022;samy860201;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11023;transfermovil;16 de noviembre de 2022;madelinecamejo76;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11020;transfermovil;16 de noviembre de 2022;yerarvl;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11018;transfermovil;16 de noviembre de 2022;y.fonteboal;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11016;transfermovil;16 de noviembre de 2022;gcsosa61;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11014;transfermovil;16 de noviembre de 2022;saydelpineda2020;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11013;transfermovil;16 de noviembre de 2022;rodriguezh.heidymaria;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11011;transfermovil;16 de noviembre de 2022;luisd.angel87;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11009;transfermovil;16 de noviembre de 2022;rg3549971;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11008;transfermovil;16 de noviembre de 2022;mairepompaz77;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11007;transfermovil;16 de noviembre de 2022;ivon.cardoso0704;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11005;transfermovil;16 de noviembre de 2022;cobasyanet;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11004;transfermovil;16 de noviembre de 2022;penamohamed71;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11003;transfermovil;16 de noviembre de 2022;julioalaincastellanosfernandez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11001;transfermovil;16 de noviembre de 2022;kareldm76;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-11000;transfermovil;16 de noviembre de 2022;eliza881111;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10999;transfermovil;16 de noviembre de 2022;lourdesgonzalezllanes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10997;transfermovil;16 de noviembre de 2022;yaspron;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10996;transfermovil;16 de noviembre de 2022;osmaida.alarcon;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10995;transfermovil;16 de noviembre de 2022;dayliertuenvio;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10994;transfermovil;16 de noviembre de 2022;yurycruz87;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10992;transfermovil;16 de noviembre de 2022;yiselperezchelala;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10990;transfermovil;16 de noviembre de 2022;darkenisbatista27;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10986;transfermovil;16 de noviembre de 2022;adriperezlabrada1;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10985;transfermovil;16 de noviembre de 2022;alexisbelloalvarez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10983;transfermovil;16 de noviembre de 2022;kadiralvarez800;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10982;transfermovil;16 de noviembre de 2022;grisel.marino;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10981;transfermovil;16 de noviembre de 2022;marthajulia.cuba2022;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10979;transfermovil;16 de noviembre de 2022;yerannyh5;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10977;transfermovil;16 de noviembre de 2022;sergioespinosaqwe;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10975;transfermovil;16 de noviembre de 2022;dayana.valdivia;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10974;transfermovil;16 de noviembre de 2022;janetrodriguezcampos1978;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10972;transfermovil;16 de noviembre de 2022;gonzalezhidalgovirgenmaria;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10971;transfermovil;16 de noviembre de 2022;jarcuervo76;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10969;transfermovil;16 de noviembre de 2022;liucita.1976;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10967;transfermovil;16 de noviembre de 2022;dvegadiez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10966;transfermovil;16 de noviembre de 2022;darianniortizmendoza;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10964;transfermovil;16 de noviembre de 2022;mariautra;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10962;transfermovil;16 de noviembre de 2022;imandrapelaez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10960;transfermovil;16 de noviembre de 2022;donaldsfranciaalfredo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10959;transfermovil;16 de noviembre de 2022;oscarhechavarria92;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10957;transfermovil;16 de noviembre de 2022;daniajorge1997;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10955;transfermovil;16 de noviembre de 2022;avilaperezrodolfo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10954;transfermovil;16 de noviembre de 2022;jessicalmaguersanchez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10953;transfermovil;16 de noviembre de 2022;mferrasperez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10946;transfermovil;16 de noviembre de 2022;reynaleyvaariel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10944;transfermovil;16 de noviembre de 2022;reynaleyvaariel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10916;transfermovil;15 de noviembre de 2022;rachelcarixx;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10915;transfermovil;15 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10914;transfermovil;15 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10913;transfermovil;15 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10912;transfermovil;15 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10801;transfermovil;15 de noviembre de 2022;daumier.zayas;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10799;transfermovil;15 de noviembre de 2022;liettysanjuan91;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10798;transfermovil;15 de noviembre de 2022;teresaoro0529;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10797;transfermovil;15 de noviembre de 2022;alexeycruzhernandez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10795;transfermovil;15 de noviembre de 2022;randydanniel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10794;transfermovil;15 de noviembre de 2022;daniameliaperez1967;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10793;transfermovil;15 de noviembre de 2022;yaniselmustelier1;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10792;transfermovil;15 de noviembre de 2022;zahyli.otero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10791;transfermovil;15 de noviembre de 2022;normacarralerosilva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10790;transfermovil;15 de noviembre de 2022;yanelys820912;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10789;transfermovil;15 de noviembre de 2022;misle.72.04;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10787;transfermovil;15 de noviembre de 2022;kireniagarciarey75;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10786;transfermovil;15 de noviembre de 2022;manuelgoro1955;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10785;transfermovil;15 de noviembre de 2022;frankqsj;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10784;transfermovil;15 de noviembre de 2022;adai.tamayo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10780;transfermovil;15 de noviembre de 2022;claribel.carralero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10779;transfermovil;15 de noviembre de 2022;jessica.ruz;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10778;transfermovil;15 de noviembre de 2022;carloselcross;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10777;transfermovil;15 de noviembre de 2022;maritzaverdecia498;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10776;transfermovil;15 de noviembre de 2022;mayegarcia8208;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10773;transfermovil;15 de noviembre de 2022;naranda740721;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10772;transfermovil;15 de noviembre de 2022;odelmisar;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10770;transfermovil;15 de noviembre de 2022;dayliertuenvio;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10769;transfermovil;15 de noviembre de 2022;suselleyva84;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10768;transfermovil;15 de noviembre de 2022;keniab1603;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10766;transfermovil;15 de noviembre de 2022;laryricardo73;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10764;transfermovil;15 de noviembre de 2022;yimerlaffita83;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10762;transfermovil;15 de noviembre de 2022;penamohamed71;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10760;transfermovil;15 de noviembre de 2022;rodriguezh.heidymaria;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10758;transfermovil;15 de noviembre de 2022;rzalfer;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10756;transfermovil;15 de noviembre de 2022;yuleidirojasrodriguez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10754;transfermovil;15 de noviembre de 2022;zenoyda;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10751;transfermovil;15 de noviembre de 2022;arielcalzadillaleyva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10753;transfermovil;15 de noviembre de 2022;dailierarmando;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10750;transfermovil;15 de noviembre de 2022;josediazpena240;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10749;transfermovil;15 de noviembre de 2022;ivon.cardoso0704;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10747;transfermovil;15 de noviembre de 2022;maricelapm0592;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10745;transfermovil;15 de noviembre de 2022;ptatiana593;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10743;transfermovil;15 de noviembre de 2022;imandrapelaez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10741;transfermovil;15 de noviembre de 2022;leticiafernandezfernandez1969;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10738;transfermovil;15 de noviembre de 2022;galiax;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10737;transfermovil;15 de noviembre de 2022;lisi.mena86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10736;transfermovil;15 de noviembre de 2022;oscarhechavarria92;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10734;transfermovil;15 de noviembre de 2022;hancel1201;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10733;transfermovil;15 de noviembre de 2022;carralerobofill;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10732;transfermovil;15 de noviembre de 2022;yoiself93;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10731;transfermovil;15 de noviembre de 2022;delarosasilvamanuel;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10710;transfermovil;14 de noviembre de 2022;jorgeramileo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10706;transfermovil;14 de noviembre de 2022;tellezyadira74;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10704;transfermovil;14 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10688;transfermovil;14 de noviembre de 2022;julianarichardyo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10683;transfermovil;14 de noviembre de 2022;julianarichardyo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10674;transfermovil;14 de noviembre de 2022;jorgeramileo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10671;transfermovil;14 de noviembre de 2022;rachelcarixx;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10669;transfermovil;14 de noviembre de 2022;rachelcarixx;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10666;transfermovil;14 de noviembre de 2022;anapereztunas;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10524;transfermovil;14 de noviembre de 2022;edin.cruz.leyva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10522;transfermovil;14 de noviembre de 2022;raulbarcelolicea;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10520;transfermovil;14 de noviembre de 2022;carralerorosa78;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10516;transfermovil;14 de noviembre de 2022;dalia6203;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10515;transfermovil;14 de noviembre de 2022;laryricardo73;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10514;transfermovil;14 de noviembre de 2022;lidicy69;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10508;transfermovil;14 de noviembre de 2022;liudmilacb;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10506;transfermovil;14 de noviembre de 2022;danifer.baby;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10502;transfermovil;14 de noviembre de 2022;yaisuarezmaceo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10500;transfermovil;14 de noviembre de 2022;yaime;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10499;transfermovil;14 de noviembre de 2022;aniaguerrajose;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10498;transfermovil;14 de noviembre de 2022;virjader73;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10497;transfermovil;14 de noviembre de 2022;sorayapereztejeda8;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10495;transfermovil;14 de noviembre de 2022;gretelmendozalopez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10493;transfermovil;14 de noviembre de 2022;luisangelr894;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10491;transfermovil;14 de noviembre de 2022;lisdelgp;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10489;transfermovil;14 de noviembre de 2022;lourdesgonzalezllanes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10487;transfermovil;14 de noviembre de 2022;yurycruz87;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10485;transfermovil;14 de noviembre de 2022;arianna.toledo89;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10483;transfermovil;14 de noviembre de 2022;adisleydiso;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10481;transfermovil;14 de noviembre de 2022;yanirisperez2602;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10479;transfermovil;14 de noviembre de 2022;luisamgarcia63;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10477;transfermovil;14 de noviembre de 2022;yaimanogueramartinez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10476;transfermovil;14 de noviembre de 2022;liudmy020;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10474;transfermovil;14 de noviembre de 2022;naranda740721;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10473;transfermovil;14 de noviembre de 2022;odalisrodriguez815;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10471;transfermovil;14 de noviembre de 2022;almaguerpanequee;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10469;transfermovil;14 de noviembre de 2022;olgaleonor.84;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10467;transfermovil;14 de noviembre de 2022;odafm1990;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10465;transfermovil;14 de noviembre de 2022;arelid90;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10463;transfermovil;14 de noviembre de 2022;rarevalomayedo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10459;transfermovil;14 de noviembre de 2022;raul.8711;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10461;transfermovil;14 de noviembre de 2022;oplopez18;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10457;transfermovil;14 de noviembre de 2022;liucita.1976;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10456;transfermovil;14 de noviembre de 2022;bmsanchez;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10455;transfermovil;14 de noviembre de 2022;magdelaine71;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10453;transfermovil;14 de noviembre de 2022;iosbany.quintero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10451;transfermovil;14 de noviembre de 2022;alexytejeda35;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10450;transfermovil;14 de noviembre de 2022;lugonesleonardo66;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10449;transfermovil;14 de noviembre de 2022;keniatamayosimono;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10448;transfermovil;14 de noviembre de 2022;daniarodriguezpolanco;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10446;transfermovil;14 de noviembre de 2022;yamila.rodm91;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10444;transfermovil;14 de noviembre de 2022;cobasyanet;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10442;transfermovil;14 de noviembre de 2022;carloselcross;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10439;transfermovil;14 de noviembre de 2022;reyesperezliset;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10440;transfermovil;14 de noviembre de 2022;yordanis.ceballo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10283;transfermovil;12 de noviembre de 2022;reynahunghenry;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10281;transfermovil;12 de noviembre de 2022;katherine05;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10279;transfermovil;12 de noviembre de 2022;reynahunghenry;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10269;transfermovil;12 de noviembre de 2022;rafayudi2013;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10268;transfermovil;12 de noviembre de 2022;clau21;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10267;transfermovil;12 de noviembre de 2022;anapereztunas;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10264;transfermovil;12 de noviembre de 2022;pagoelectronico;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10260;transfermovil;12 de noviembre de 2022;jorgeramileo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10258;transfermovil;12 de noviembre de 2022;jorgeramileo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10257;transfermovil;12 de noviembre de 2022;jorgeramileo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10256;transfermovil;12 de noviembre de 2022;rachelcarixx;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10123;transfermovil;12 de noviembre de 2022;jose.cuervo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10118;transfermovil;12 de noviembre de 2022;yolexisbt;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10116;transfermovil;12 de noviembre de 2022;alexisdavidperezescobar;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10114;transfermovil;12 de noviembre de 2022;lichac;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10112;transfermovil;12 de noviembre de 2022;yaqueline.laffita;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10109;transfermovil;12 de noviembre de 2022;laryricardo73;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10108;transfermovil;12 de noviembre de 2022;eneidaespinosa55;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10107;transfermovil;12 de noviembre de 2022;maricelap2012;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10104;transfermovil;12 de noviembre de 2022;adriacampo67;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10101;transfermovil;12 de noviembre de 2022;diosmari70;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10098;transfermovil;12 de noviembre de 2022;oaranda520108;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10097;transfermovil;12 de noviembre de 2022;mariadelacreyes;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10096;transfermovil;12 de noviembre de 2022;yalina86;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10095;transfermovil;12 de noviembre de 2022;liayleo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10093;transfermovil;12 de noviembre de 2022;gonzalezperezlludielramon;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10091;transfermovil;12 de noviembre de 2022;diannelysrojas1989;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10089;transfermovil;12 de noviembre de 2022;ariguerraleyva;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10087;transfermovil;12 de noviembre de 2022;annierojaslopez0218;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10085;transfermovil;12 de noviembre de 2022;adrianpompasantana;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10083;transfermovil;12 de noviembre de 2022;adisleidys1985;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10081;transfermovil;12 de noviembre de 2022;karinapenamohamed;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10079;transfermovil;12 de noviembre de 2022;iosbany.quintero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10077;transfermovil;12 de noviembre de 2022;lissett9004;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10073;transfermovil;12 de noviembre de 2022;edelmiraperezdurades;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10072;transfermovil;12 de noviembre de 2022;iderescalantecarralero;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10070;transfermovil;12 de noviembre de 2022;zeidatrazobares5;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10068;transfermovil;12 de noviembre de 2022;batistapupoyenia;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10067;transfermovil;12 de noviembre de 2022;lianna.castillo17;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10066;transfermovil;12 de noviembre de 2022;gaudimoi;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10062;transfermovil;12 de noviembre de 2022;ernestopo1995;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10060;transfermovil;12 de noviembre de 2022;cpupo;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10058;transfermovil;12 de noviembre de 2022;choninoa;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10056;transfermovil;12 de noviembre de 2022;victormricardo71;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10054;transfermovil;12 de noviembre de 2022;yunelquis.pena;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10052;transfermovil;12 de noviembre de 2022;byaneicy;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10050;transfermovil;12 de noviembre de 2022;yanurysavila03;on-delivery;Tienda Virtual U...;CUP;237.11
TPE-p-00000-10048;transfermovil;12 de noviembre de 2022;misaglez50;on-delivery;Tienda Virtual U...;CUP;237.11
